"OldFilename","UserId","CharacterId"
"8deefd38-933f-4266-be8f-bb041cef87ee.png",17,7
"ca8a669f-f1ab-4dce-8b47-371ef316d493.png",14,9
"505f7fc6-2ea8-4ea2-92c4-cce06a8ea426.png",16,6
"9bf0145a-1c72-4f52-8592-341976d3627b.png",13,5
"21cacf70-9264-4bb4-ad0a-dfe6af2f6023.png",18,8
"f08dd4b9-ef5e-4255-90bc-6f588bb14331.png",19,10
"193ab808-deb5-4c1e-a597-0445980e55b9.png",20,11
"9dc0f5b3-be02-453a-82f5-940ac174cef1.png",21,12
"2\2\Avatars\638900236035352829.jpeg",2,2
